Id,,len,datetime,open,high,low,close,volume,openinterest,myStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
610,,610,2017-06-28 00:00:00,20149.19921875,20224.30078125,20110.490234375,20130.41015625,115500.0,,myStrategy,610,736508.0,Broker,610,314683.7841399849,853936.1868934513,BuySell,610,19808.832880859376,,Trades - Net Profit/Loss,610,,-3609.6192961550087
611,,611,2017-06-29 00:00:00,20260.869140625,20266.58984375,20197.380859375,20220.30078125,118800.0,,myStrategy,611,736509.0,Broker,611,1392649.3372441642,850988.9490030693,BuySell,611,,20570.588691406247,Trades - Net Profit/Loss,611,,-3076.7951902237382
612,,612,2017-06-30 00:00:00,20025.630859375,20044.009765625,19946.509765625,20033.4296875,116600.0,,myStrategy,612,736510.0,Broker,612,1392649.3372441642,855994.8423518727,BuySell,612,,,Trades - Net Profit/Loss,612,,
613,,613,2017-07-03 00:00:00,20056.3203125,20096.140625,20030.609375,20055.80078125,83400.0,,myStrategy,613,736513.0,Broker,613,1392649.3372441642,855395.5666310466,BuySell,613,,,Trades - Net Profit/Loss,613,,
614,,614,2017-07-04 00:00:00,20192.26953125,20197.16015625,19971.529296875,20032.349609375,100300.0,,myStrategy,614,736514.0,Broker,614,1392649.3372441642,856023.7754297159,BuySell,614,,,Trades - Net Profit/Loss,614,,
615,,615,2017-07-05 00:00:00,20015.0703125,20087.009765625,19888.900390625,20081.630859375,94600.0,,myStrategy,615,736515.0,Broker,615,1392649.3372441642,854703.6318128238,BuySell,615,,,Trades - Net Profit/Loss,615,,
616,,616,2017-07-06 00:00:00,20061.6796875,20078.880859375,19947.630859375,19994.060546875,92700.0,,myStrategy,616,736516.0,Broker,616,1392649.3372441642,857049.4608872918,BuySell,616,,,Trades - Net Profit/Loss,616,,
617,,617,2017-07-07 00:00:00,19856.650390625,19979.9296875,19856.650390625,19929.08984375,91900.0,,myStrategy,617,736517.0,Broker,617,1392649.3372441642,858789.8927760012,BuySell,617,,,Trades - Net Profit/Loss,617,,
618,,618,2017-07-10 00:00:00,20070.439453125,20127.759765625,20023.029296875,20080.98046875,85700.0,,myStrategy,618,736520.0,Broker,618,1392649.3372441642,854721.0544437855,BuySell,618,,,Trades - Net Profit/Loss,618,,
619,,619,2017-07-11 00:00:00,20073.859375,20200.880859375,20070.669921875,20195.48046875,77300.0,,myStrategy,619,736521.0,Broker,619,1392649.3372441642,851653.8342711204,BuySell,619,,,Trades - Net Profit/Loss,619,,
620,,620,2017-07-12 00:00:00,20137.220703125,20153.0390625,20061.16015625,20098.380859375,81400.0,,myStrategy,620,736522.0,Broker,620,1392649.3372441642,854254.9336652942,BuySell,620,,,Trades - Net Profit/Loss,620,,
621,,621,2017-07-13 00:00:00,20177.279296875,20183.80078125,20062.26953125,20099.810546875,90500.0,,myStrategy,621,736523.0,Broker,621,1392649.3372441642,854216.6352693064,BuySell,621,,,Trades - Net Profit/Loss,621,,
622,,622,2017-07-14 00:00:00,20157.919921875,20163.669921875,20101.7109375,20118.859375,83100.0,,myStrategy,622,736524.0,Broker,622,1392649.3372441642,853706.3562309602,BuySell,622,,,Trades - Net Profit/Loss,622,,
623,,623,2017-07-18 00:00:00,20074.41015625,20081.2890625,19943.140625,19999.91015625,93400.0,,myStrategy,623,736528.0,Broker,623,1392649.3372441642,856892.7618490629,BuySell,623,,,Trades - Net Profit/Loss,623,,
624,,624,2017-07-19 00:00:00,19970.779296875,20032.4609375,19947.259765625,20020.859375,81200.0,,myStrategy,624,736529.0,Broker,624,1392649.3372441642,856331.5752433722,BuySell,624,,,Trades - Net Profit/Loss,624,,
625,,625,2017-07-20 00:00:00,20046.900390625,20157.109375,20032.23046875,20144.58984375,80800.0,,myStrategy,625,736530.0,Broker,625,1392649.3372441642,853017.0897436053,BuySell,625,,,Trades - Net Profit/Loss,625,,
626,,626,2017-07-21 00:00:00,20089.859375,20135.330078125,20081.91015625,20099.75,78700.0,,myStrategy,626,736531.0,Broker,626,1392649.3372441642,854218.2571959124,BuySell,626,,,Trades - Net Profit/Loss,626,,
627,,627,2017-07-24 00:00:00,19973.669921875,20002.5390625,19901.880859375,19975.669921875,81300.0,,myStrategy,627,736534.0,Broker,627,1392649.3372441642,857542.1080138237,BuySell,627,,,Trades - Net Profit/Loss,627,,
628,,628,2017-07-25 00:00:00,19979.560546875,20036.310546875,19941.609375,19955.19921875,70100.0,,myStrategy,628,736535.0,Broker,628,1392649.3372441642,858090.4761673054,BuySell,628,,,Trades - Net Profit/Loss,628,,
629,,629,2017-07-26 00:00:00,20098.140625,20116.0,20016.580078125,20050.16015625,85500.0,,myStrategy,629,736536.0,Broker,629,1392649.3372441642,855546.667406474,BuySell,629,,,Trades - Net Profit/Loss,629,,
630,,630,2017-07-27 00:00:00,20026.580078125,20176.390625,20005.19921875,20079.640625,89900.0,,myStrategy,630,736537.0,Broker,630,1392649.3372441642,854756.9461099708,BuySell,630,,,Trades - Net Profit/Loss,630,,
631,,631,2017-07-28 00:00:00,20048.4609375,20056.16015625,19926.599609375,19959.83984375,108500.0,,myStrategy,631,736538.0,Broker,631,1392649.3372441642,857966.1633409841,BuySell,631,,,Trades - Net Profit/Loss,631,,
632,,632,2017-07-31 00:00:00,19933.44921875,19983.900390625,19891.900390625,19925.1796875,140300.0,,myStrategy,632,736541.0,Broker,632,1392649.3372441642,858894.6378426237,BuySell,632,,,Trades - Net Profit/Loss,632,,
633,,633,2017-08-01 00:00:00,19907.080078125,20000.4609375,19904.720703125,19985.7890625,110100.0,,myStrategy,633,736542.0,Broker,633,1392649.3372441642,857271.0369897623,BuySell,633,,,Trades - Net Profit/Loss,633,,
634,,634,2017-08-02 00:00:00,20057.0703125,20113.73046875,20022.05078125,20080.0390625,95600.0,,myStrategy,634,736543.0,Broker,634,1392649.3372441642,854746.2727864988,BuySell,634,,,Trades - Net Profit/Loss,634,,
635,,635,2017-08-03 00:00:00,20066.0,20070.16015625,19985.400390625,20029.259765625,89300.0,,myStrategy,635,736544.0,Broker,635,1392649.3372441642,856106.5460068372,BuySell,635,,,Trades - Net Profit/Loss,635,,
636,,636,2017-08-04 00:00:00,19949.7890625,19984.509765625,19933.58984375,19952.330078125,76500.0,,myStrategy,636,736545.0,Broker,636,1392649.3372441642,858167.3345603466,BuySell,636,,,Trades - Net Profit/Loss,636,,
637,,637,2017-08-07 00:00:00,20059.2890625,20085.900390625,20037.400390625,20055.890625,75300.0,,myStrategy,637,736548.0,Broker,637,1392649.3372441642,855393.1599012441,BuySell,637,,,Trades - Net Profit/Loss,637,,
638,,638,2017-08-08 00:00:00,20062.650390625,20076.80078125,19970.5703125,19996.009765625,80400.0,,myStrategy,638,736549.0,Broker,638,1392649.3372441642,856997.2453146199,BuySell,638,,,Trades - Net Profit/Loss,638,,
639,,639,2017-08-09 00:00:00,19928.9609375,19945.279296875,19660.220703125,19738.7109375,104400.0,,myStrategy,639,736550.0,Broker,639,1392649.3372441642,863889.7532275289,BuySell,639,,,Trades - Net Profit/Loss,639,,
640,,640,2017-08-10 00:00:00,19792.44921875,19829.880859375,19685.830078125,19729.740234375,104200.0,,myStrategy,640,736551.0,Broker,640,1392649.3372441642,864130.0599662886,BuySell,640,,,Trades - Net Profit/Loss,640,,
641,,641,2017-08-14 00:00:00,19545.580078125,19598.41015625,19486.48046875,19537.099609375,108300.0,,myStrategy,641,736555.0,Broker,641,1392649.3372441642,869290.5072245838,BuySell,641,,,Trades - Net Profit/Loss,641,,
642,,642,2017-08-15 00:00:00,19689.380859375,19824.119140625,19656.91015625,19753.310546875,90300.0,,myStrategy,642,736556.0,Broker,642,1392649.3372441642,863498.6596346203,BuySell,642,,,Trades - Net Profit/Loss,642,,
643,,643,2017-08-16 00:00:00,19750.55078125,19776.859375,19719.080078125,19729.279296875,69400.0,,myStrategy,643,736557.0,Broker,643,1392649.3372441642,864142.4075365798,BuySell,643,,,Trades - Net Profit/Loss,643,,
644,,644,2017-08-17 00:00:00,19707.75,19739.0390625,19679.369140625,19702.630859375,71900.0,,myStrategy,644,736558.0,Broker,644,1392649.3372441642,864856.2645240907,BuySell,644,,,Trades - Net Profit/Loss,644,,
645,,645,2017-08-18 00:00:00,19471.26953125,19543.130859375,19433.08984375,19470.41015625,95700.0,,myStrategy,645,736559.0,Broker,645,1392649.3372441642,871076.9809008196,BuySell,645,,,Trades - Net Profit/Loss,645,,
646,,646,2017-08-21 00:00:00,19509.529296875,19509.529296875,19365.650390625,19393.130859375,75300.0,,myStrategy,646,736562.0,Broker,646,1392649.3372441642,873147.1347724736,BuySell,646,,,Trades - Net Profit/Loss,646,,
647,,647,2017-08-22 00:00:00,19373.109375,19437.25,19361.94921875,19383.83984375,70500.0,,myStrategy,647,736563.0,Broker,647,1392649.3372441642,873396.0220261815,BuySell,647,,,Trades - Net Profit/Loss,647,,
648,,648,2017-08-23 00:00:00,19547.05078125,19561.3203125,19408.470703125,19434.640625,78500.0,,myStrategy,648,736564.0,Broker,648,1392649.3372441642,872035.173283499,BuySell,648,,,Trades - Net Profit/Loss,648,,
649,,649,2017-08-24 00:00:00,19366.359375,19428.55078125,19351.919921875,19353.76953125,75400.0,,myStrategy,649,736565.0,Broker,649,1392649.3372441642,874201.5440270402,BuySell,649,,,Trades - Net Profit/Loss,649,,
650,,650,2017-08-25 00:00:00,19401.119140625,19485.970703125,19384.369140625,19452.609375,70700.0,,myStrategy,650,736566.0,Broker,650,1392649.3372441642,871553.8273229961,BuySell,650,,,Trades - Net Profit/Loss,650,,
651,,651,2017-08-28 00:00:00,19502.23046875,19535.5,19420.5,19449.900390625,69500.0,,myStrategy,651,736569.0,Broker,651,1392649.3372441642,871626.3954585632,BuySell,651,,,Trades - Net Profit/Loss,651,,
652,,652,2017-08-29 00:00:00,19319.109375,19371.900390625,19280.01953125,19362.55078125,75000.0,,myStrategy,652,736570.0,Broker,652,1392649.3372441642,873966.3123489511,BuySell,652,,,Trades - Net Profit/Loss,652,,
653,,653,2017-08-30 00:00:00,19480.98046875,19538.23046875,19435.099609375,19506.5390625,91800.0,,myStrategy,653,736571.0,Broker,653,1392649.3372441642,870109.1615989304,BuySell,653,,,Trades - Net Profit/Loss,653,,
654,,654,2017-08-31 00:00:00,19591.3203125,19687.990234375,19583.109375,19646.240234375,97900.0,,myStrategy,654,736572.0,Broker,654,1392649.3372441642,866366.85371666,BuySell,654,,,Trades - Net Profit/Loss,654,,
655,,655,2017-09-01 00:00:00,19733.5703125,19735.9609375,19620.0703125,19691.470703125,79400.0,,myStrategy,655,736573.0,Broker,655,339558.0877056284,867052.2027280591,BuySell,655,19325.7692578125,,Trades - Net Profit/Loss,655,12437.151782821726,
656,,656,2017-09-04 00:00:00,19615.9609375,19628.400390625,19479.400390625,19508.25,71700.0,,myStrategy,656,736576.0,Broker,656,339558.0877056284,862144.0958575362,BuySell,656,,,Trades - Net Profit/Loss,656,,
657,,657,2017-09-05 00:00:00,19533.380859375,19542.779296875,19354.58984375,19385.810546875,77600.0,,myStrategy,657,736577.0,Broker,657,339558.0877056284,858864.1940186273,BuySell,657,,,Trades - Net Profit/Loss,657,,
658,,658,2017-09-06 00:00:00,19286.060546875,19371.380859375,19254.669921875,19357.970703125,88500.0,,myStrategy,658,736578.0,Broker,658,339558.0877056284,858118.4217011264,BuySell,658,,,Trades - Net Profit/Loss,658,,
659,,659,2017-09-07 00:00:00,19433.439453125,19482.720703125,19365.75,19396.51953125,81900.0,,myStrategy,659,736579.0,Broker,659,339558.0877056284,859151.0657470443,BuySell,659,,,Trades - Net Profit/Loss,659,,
660,,660,2017-09-08 00:00:00,19297.9609375,19357.490234375,19239.51953125,19274.8203125,106600.0,,myStrategy,660,736580.0,Broker,660,339558.0877056284,855890.9932688995,BuySell,660,,,Trades - Net Profit/Loss,660,,
661,,661,2017-09-11 00:00:00,19441.390625,19567.029296875,19437.140625,19545.76953125,78700.0,,myStrategy,661,736583.0,Broker,661,1371707.5659266075,848116.4864810845,BuySell,661,,19860.53473632812,Trades - Net Profit/Loss,661,,-10470.885658778454
662,,662,2017-09-12 00:00:00,19736.140625,19792.060546875,19718.80078125,19776.619140625,89900.0,,myStrategy,662,736584.0,Broker,662,324001.81595611596,853776.882988773,BuySell,662,19423.01876953125,,Trades - Net Profit/Loss,662,,-7778.135874756293
663,,663,2017-09-13 00:00:00,19873.689453125,19888.83984375,19845.01953125,19865.8203125,84500.0,,myStrategy,663,736585.0,Broker,663,324001.81595611596,856166.399441178,BuySell,663,,,Trades - Net Profit/Loss,663,,
664,,664,2017-09-14 00:00:00,19860.369140625,19918.390625,19793.849609375,19807.439453125,93700.0,,myStrategy,664,736586.0,Broker,664,324001.81595611596,854602.4959514616,BuySell,664,,,Trades - Net Profit/Loss,664,,
665,,665,2017-09-15 00:00:00,19793.80078125,19933.400390625,19787.650390625,19909.5,111900.0,,myStrategy,665,736587.0,Broker,665,324001.81595611596,857336.4886869047,BuySell,665,,,Trades - Net Profit/Loss,665,,
666,,666,2017-09-19 00:00:00,20128.1796875,20320.779296875,20122.0,20299.380859375,120900.0,,myStrategy,666,736591.0,Broker,666,324001.81595611596,867780.5973053413,BuySell,666,,,Trades - Net Profit/Loss,666,,
667,,667,2017-09-20 00:00:00,20301.330078125,20339.369140625,20272.8203125,20310.4609375,100400.0,,myStrategy,667,736592.0,Broker,667,324001.81595611596,868077.409874247,BuySell,667,,,Trades - Net Profit/Loss,667,,
668,,668,2017-09-21 00:00:00,20456.5,20481.26953125,20332.689453125,20347.48046875,115900.0,,myStrategy,668,736593.0,Broker,668,324001.81595611596,869069.0871933091,BuySell,668,,,Trades - Net Profit/Loss,668,,
669,,669,2017-09-22 00:00:00,20413.609375,20417.0703125,20249.240234375,20296.44921875,95400.0,,myStrategy,669,736594.0,Broker,669,324001.81595611596,867702.064665481,BuySell,669,,,Trades - Net Profit/Loss,669,,
670,,670,2017-09-25 00:00:00,20439.4296875,20454.2890625,20367.029296875,20397.580078125,82800.0,,myStrategy,670,736597.0,Broker,670,324001.81595611596,870411.1529794893,BuySell,670,,,Trades - Net Profit/Loss,670,,
671,,671,2017-09-26 00:00:00,20349.259765625,20385.5,20303.98046875,20330.189453125,95000.0,,myStrategy,671,736598.0,Broker,671,324001.81595611596,868605.8963467513,BuySell,671,,,Trades - Net Profit/Loss,671,,
672,,672,2017-09-27 00:00:00,20269.8203125,20278.08984375,20213.66015625,20267.05078125,63600.0,,myStrategy,672,736599.0,Broker,672,324001.81595611596,866914.5408179278,BuySell,672,,,Trades - Net Profit/Loss,672,,
673,,673,2017-09-28 00:00:00,20398.630859375,20399.869140625,20299.6796875,20363.109375,84000.0,,myStrategy,673,736600.0,Broker,673,324001.81595611596,869487.7535385203,BuySell,673,,,Trades - Net Profit/Loss,673,,
674,,674,2017-09-29 00:00:00,20315.33984375,20370.330078125,20285.060546875,20356.279296875,85100.0,,myStrategy,674,736601.0,Broker,674,324001.81595611596,869304.7897533161,BuySell,674,,,Trades - Net Profit/Loss,674,,
675,,675,2017-10-02 00:00:00,20400.509765625,20411.330078125,20363.279296875,20400.779296875,67600.0,,myStrategy,675,736604.0,Broker,675,324001.81595611596,870496.853488544,BuySell,675,,,Trades - Net Profit/Loss,675,,
676,,676,2017-10-03 00:00:00,20475.25,20628.380859375,20438.169921875,20614.0703125,72800.0,,myStrategy,676,736605.0,Broker,676,324001.81595611596,876210.4823599259,BuySell,676,,,Trades - Net Profit/Loss,676,,
677,,677,2017-10-04 00:00:00,20660.810546875,20689.080078125,20592.1796875,20626.66015625,73500.0,,myStrategy,677,736606.0,Broker,677,324001.81595611596,876547.7384535564,BuySell,677,,,Trades - Net Profit/Loss,677,,
678,,678,2017-10-05 00:00:00,20650.7109375,20667.470703125,20602.259765625,20628.560546875,57300.0,,myStrategy,678,736607.0,Broker,678,324001.81595611596,876598.6460209009,BuySell,678,,,Trades - Net Profit/Loss,678,,
679,,679,2017-10-06 00:00:00,20716.849609375,20721.150390625,20659.150390625,20690.7109375,75900.0,,myStrategy,679,736608.0,Broker,679,324001.81595611596,878263.5275218968,BuySell,679,,,Trades - Net Profit/Loss,679,,
680,,680,2017-10-10 00:00:00,20680.5390625,20823.66015625,20663.080078125,20823.509765625,78300.0,,myStrategy,680,736612.0,Broker,680,324001.81595611596,881820.9357710782,BuySell,680,,,Trades - Net Profit/Loss,680,,
681,,681,2017-10-11 00:00:00,20803.7109375,20898.41015625,20788.119140625,20881.26953125,80200.0,,myStrategy,681,736613.0,Broker,681,324001.81595611596,883368.2014330294,BuySell,681,,,Trades - Net Profit/Loss,681,,
682,,682,2017-10-12 00:00:00,20958.1796875,20994.400390625,20917.0390625,20954.720703125,80400.0,,myStrategy,682,736614.0,Broker,682,324001.81595611596,885335.807687011,BuySell,682,,,Trades - Net Profit/Loss,682,,
683,,683,2017-10-13 00:00:00,20959.66015625,21211.2890625,20933.0,21155.1796875,110500.0,,myStrategy,683,736615.0,Broker,683,324001.81595611596,890705.6927583381,BuySell,683,,,Trades - Net Profit/Loss,683,,
684,,684,2017-10-16 00:00:00,21221.26953125,21347.0703125,21187.9296875,21255.560546875,102300.0,,myStrategy,684,736618.0,Broker,684,324001.81595611596,893394.6901105167,BuySell,684,,,Trades - Net Profit/Loss,684,,
685,,685,2017-10-17 00:00:00,21352.169921875,21393.9609375,21230.669921875,21336.119140625,92400.0,,myStrategy,685,736619.0,Broker,685,324001.81595611596,895552.6896199624,BuySell,685,,,Trades - Net Profit/Loss,685,,
686,,686,2017-10-18 00:00:00,21374.66015625,21402.759765625,21317.669921875,21363.05078125,72700.0,,myStrategy,686,736620.0,Broker,686,324001.81595611596,896274.1330383726,BuySell,686,,,Trades - Net Profit/Loss,686,,
687,,687,2017-10-19 00:00:00,21450.0390625,21503.849609375,21381.51953125,21448.51953125,84600.0,,myStrategy,687,736621.0,Broker,687,324001.81595611596,898563.6655635469,BuySell,687,,,Trades - Net Profit/Loss,687,,
688,,688,2017-10-20 00:00:00,21390.94921875,21489.259765625,21363.099609375,21457.640625,85700.0,,myStrategy,688,736622.0,Broker,688,324001.81595611596,898808.0009587152,BuySell,688,,,Trades - Net Profit/Loss,688,,
689,,689,2017-10-23 00:00:00,21709.30078125,21723.599609375,21614.509765625,21696.650390625,87400.0,,myStrategy,689,736625.0,Broker,689,324001.81595611596,905210.5823961734,BuySell,689,,,Trades - Net Profit/Loss,689,,
690,,690,2017-10-24 00:00:00,21670.0,21805.169921875,21646.51953125,21805.169921875,88200.0,,myStrategy,690,736626.0,Broker,690,324001.81595611596,908117.5980763319,BuySell,690,,,Trades - Net Profit/Loss,690,,
691,,691,2017-10-25 00:00:00,21900.130859375,21921.359375,21648.349609375,21707.619140625,122000.0,,myStrategy,691,736627.0,Broker,691,324001.81595611596,905504.4127129324,BuySell,691,,,Trades - Net Profit/Loss,691,,
692,,692,2017-10-26 00:00:00,21698.94921875,21793.619140625,21688.560546875,21739.779296875,82600.0,,myStrategy,692,736628.0,Broker,692,324001.81595611596,906365.9173418063,BuySell,692,,,Trades - Net Profit/Loss,692,,
693,,693,2017-10-27 00:00:00,21903.26953125,22016.5,21815.720703125,22008.44921875,120400.0,,myStrategy,693,736629.0,Broker,693,324001.81595611596,913563.0335353727,BuySell,693,,,Trades - Net Profit/Loss,693,,
694,,694,2017-10-30 00:00:00,22047.94921875,22086.880859375,21921.240234375,22011.669921875,135600.0,,myStrategy,694,736632.0,Broker,694,324001.81595611596,913649.3095667716,BuySell,694,,,Trades - Net Profit/Loss,694,,
695,,695,2017-10-31 00:00:00,21897.2890625,22020.380859375,21840.0703125,22011.609375,102400.0,,myStrategy,695,736633.0,Broker,695,324001.81595611596,913647.6876401656,BuySell,695,,,Trades - Net Profit/Loss,695,,
696,,696,2017-11-01 00:00:00,22144.919921875,22455.919921875,22130.029296875,22420.080078125,112600.0,,myStrategy,696,736634.0,Broker,696,324001.81595611596,924589.7800468702,BuySell,696,,,Trades - Net Profit/Loss,696,,
697,,697,2017-11-02 00:00:00,22512.1796875,22540.25,22400.009765625,22539.119140625,105700.0,,myStrategy,697,736635.0,Broker,697,324001.81595611596,927778.5923947754,BuySell,697,,,Trades - Net Profit/Loss,697,,
698,,698,2017-11-03 00:00:00,22512.1796875,22540.25,22400.009765625,22539.119140625,0.0,,myStrategy,698,736636.0,Broker,698,324001.81595611596,927778.5923947754,BuySell,698,,,Trades - Net Profit/Loss,698,,
699,,699,2017-11-06 00:00:00,22612.9609375,22644.6796875,22435.33984375,22548.349609375,111900.0,,myStrategy,699,736639.0,Broker,699,324001.81595611596,928025.8577218772,BuySell,699,,,Trades - Net Profit/Loss,699,,
700,,700,2017-11-07 00:00:00,22518.75,22953.1796875,22512.91015625,22937.599609375,107800.0,,myStrategy,700,736640.0,Broker,700,324001.81595611596,938453.0669114831,BuySell,700,,,Trades - Net Profit/Loss,700,,
701,,701,2017-11-08 00:00:00,22849.91015625,22922.80078125,22759.0703125,22913.8203125,100200.0,,myStrategy,701,736641.0,Broker,701,324001.81595611596,937816.0683170133,BuySell,701,,,Trades - Net Profit/Loss,701,,
702,,702,2017-11-09 00:00:00,22989.439453125,23382.150390625,22522.830078125,22868.7109375,160400.0,,myStrategy,702,736642.0,Broker,702,324001.81595611596,936607.6806752988,BuySell,702,,,Trades - Net Profit/Loss,702,,
703,,703,2017-11-10 00:00:00,22580.69921875,22724.390625,22511.9296875,22681.419921875,106600.0,,myStrategy,703,736643.0,Broker,703,324001.81595611596,931590.5384806793,BuySell,703,,,Trades - Net Profit/Loss,703,,
704,,704,2017-11-13 00:00:00,22607.560546875,22607.919921875,22380.990234375,22380.990234375,80700.0,,myStrategy,704,736646.0,Broker,704,324001.81595611596,923542.6433019241,BuySell,704,,,Trades - Net Profit/Loss,704,,
705,,705,2017-11-14 00:00:00,22342.9296875,22532.30078125,22323.240234375,22380.009765625,95900.0,,myStrategy,705,736647.0,Broker,705,1522483.9298203862,922969.3672215533,BuySell,705,,22870.285292968747,Trades - Net Profit/Loss,705,75388.18194688954,
706,,706,2017-11-15 00:00:00,22250.98046875,22305.240234375,22004.7890625,22028.3203125,120600.0,,myStrategy,706,736648.0,Broker,706,1522483.9298203862,932390.406393069,BuySell,706,,,Trades - Net Profit/Loss,706,,
707,,707,2017-11-16 00:00:00,21975.23046875,22392.130859375,21972.33984375,22351.119140625,96600.0,,myStrategy,707,736649.0,Broker,707,1522483.9298203862,923743.287813701,BuySell,707,,,Trades - Net Profit/Loss,707,,
708,,708,2017-11-17 00:00:00,22603.30078125,22757.400390625,22319.119140625,22396.80078125,113700.0,,myStrategy,708,736650.0,Broker,708,1522483.9298203862,922519.5703495486,BuySell,708,,,Trades - Net Profit/Loss,708,,
709,,709,2017-11-20 00:00:00,22279.98046875,22410.240234375,22215.0703125,22261.759765625,71700.0,,myStrategy,709,736653.0,Broker,709,1522483.9298203862,926137.0422033668,BuySell,709,,,Trades - Net Profit/Loss,709,,
710,,710,2017-11-21 00:00:00,22456.7890625,22563.25,22416.48046875,22416.48046875,76100.0,,myStrategy,710,736654.0,Broker,710,1522483.9298203862,921992.3918823719,BuySell,710,,,Trades - Net Profit/Loss,710,,
711,,711,2017-11-22 00:00:00,22601.55078125,22677.33984375,22513.439453125,22523.150390625,81100.0,,myStrategy,711,736655.0,Broker,711,1522483.9298203862,919134.9234440172,BuySell,711,,,Trades - Net Profit/Loss,711,,
712,,712,2017-11-24 00:00:00,22390.140625,22567.19921875,22381.009765625,22550.849609375,64800.0,,myStrategy,712,736657.0,Broker,712,1522483.9298203862,918392.9181818594,BuySell,712,,,Trades - Net Profit/Loss,712,,
713,,713,2017-11-27 00:00:00,22657.080078125,22659.330078125,22423.400390625,22495.990234375,66600.0,,myStrategy,713,736660.0,Broker,713,1522483.9298203862,919862.4883273599,BuySell,713,,,Trades - Net Profit/Loss,713,,
714,,714,2017-11-28 00:00:00,22474.740234375,22580.990234375,22363.939453125,22486.240234375,76800.0,,myStrategy,714,736661.0,Broker,714,1522483.9298203862,920123.6708311457,BuySell,714,,,Trades - Net Profit/Loss,714,,
715,,715,2017-11-29 00:00:00,22613.9609375,22643.9296875,22537.119140625,22597.19921875,90700.0,,myStrategy,715,736662.0,Broker,715,1522483.9298203862,917151.3072048275,BuySell,715,,,Trades - Net Profit/Loss,715,,
716,,716,2017-11-30 00:00:00,22601.830078125,22748.3203125,22502.6796875,22724.9609375,140700.0,,myStrategy,716,736663.0,Broker,716,1522483.9298203862,913728.8327852262,BuySell,716,,,Trades - Net Profit/Loss,716,,
717,,717,2017-12-01 00:00:00,22916.9296875,22994.310546875,22675.0703125,22819.029296875,89700.0,,myStrategy,717,736664.0,Broker,717,1522483.9298203862,911208.9343617806,BuySell,717,,,Trades - Net Profit/Loss,717,,
718,,718,2017-12-04 00:00:00,22843.529296875,22864.330078125,22693.990234375,22707.16015625,68900.0,,myStrategy,718,736667.0,Broker,718,1522483.9298203862,914205.6792074026,BuySell,718,,,Trades - Net Profit/Loss,718,,
719,,719,2017-12-05 00:00:00,22595.330078125,22682.7109375,22522.279296875,22622.380859375,75900.0,,myStrategy,719,736668.0,Broker,719,1522483.9298203862,916476.7426973534,BuySell,719,,,Trades - Net Profit/Loss,719,,
720,,720,2017-12-06 00:00:00,22525.380859375,22528.2109375,22119.2109375,22177.0390625,97300.0,,myStrategy,720,736669.0,Broker,720,1522483.9298203862,928406.5360869246,BuySell,720,,,Trades - Net Profit/Loss,720,,
721,,721,2017-12-07 00:00:00,22317.150390625,22515.240234375,22317.150390625,22498.029296875,79500.0,,myStrategy,721,736670.0,Broker,721,1522483.9298203862,919807.8660248854,BuySell,721,,,Trades - Net Profit/Loss,721,,
722,,722,2017-12-08 00:00:00,22627.94921875,22819.7109375,22625.41015625,22811.080078125,106900.0,,myStrategy,722,736671.0,Broker,722,1522483.9298203862,911421.8776290901,BuySell,722,,,Trades - Net Profit/Loss,722,,
723,,723,2017-12-11 00:00:00,22894.30078125,22938.73046875,22787.400390625,22938.73046875,69500.0,,myStrategy,723,736674.0,Broker,723,1522483.9298203862,908002.3854616353,BuySell,723,,,Trades - Net Profit/Loss,723,,
724,,724,2017-12-12 00:00:00,22936.41015625,22994.330078125,22834.890625,22866.169921875,86100.0,,myStrategy,724,736675.0,Broker,724,1522483.9298203862,909946.1336984441,BuySell,724,,,Trades - Net Profit/Loss,724,,
725,,725,2017-12-13 00:00:00,22879.26953125,22879.369140625,22697.3203125,22758.0703125,91400.0,,myStrategy,725,736676.0,Broker,725,1522483.9298203862,912841.9005327866,BuySell,725,,,Trades - Net Profit/Loss,725,,
726,,726,2017-12-14 00:00:00,22699.30078125,22786.609375,22638.759765625,22694.44921875,85100.0,,myStrategy,726,736677.0,Broker,726,1522483.9298203862,914546.1791542452,BuySell,726,,,Trades - Net Profit/Loss,726,,
727,,727,2017-12-15 00:00:00,22621.359375,22745.08984375,22478.3203125,22553.220703125,99400.0,,myStrategy,727,736678.0,Broker,727,1522483.9298203862,918329.4014431583,BuySell,727,,,Trades - Net Profit/Loss,727,,
728,,728,2017-12-18 00:00:00,22770.439453125,22927.5,22735.19921875,22901.76953125,85200.0,,myStrategy,728,736681.0,Broker,728,1522483.9298203862,908992.4931743044,BuySell,728,,,Trades - Net Profit/Loss,728,,
729,,729,2017-12-19 00:00:00,22961.470703125,22990.419921875,22862.8203125,22868.0,70500.0,,myStrategy,729,736682.0,Broker,729,1522483.9298203862,909897.1096587712,BuySell,729,,,Trades - Net Profit/Loss,729,,
730,,730,2017-12-20 00:00:00,22834.9296875,22923.5,22806.73046875,22891.720703125,92400.0,,myStrategy,730,736683.0,Broker,730,1522483.9298203862,909261.6806706943,BuySell,730,,,Trades - Net Profit/Loss,730,,
