Id,,len,datetime,open,high,low,close,volume,openinterest,myStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus
322,,322,2016-04-25 00:00:00,17613.560546875,17613.560546875,17403.869140625,17439.30078125,171600.0,,myStrategy,322,736079.0,Broker,322,544176.7634737099,1011339.8652503369,BuySell,322,,,Trades - Net Profit/Loss,322,,
323,,323,2016-04-26 00:00:00,17358.560546875,17426.01953125,17200.5,17353.279296875,161600.0,,myStrategy,323,736080.0,Broker,323,544176.7634737099,1009035.5261048558,BuySell,323,,,Trades - Net Profit/Loss,323,,
324,,324,2016-04-27 00:00:00,17369.6796875,17417.5390625,17230.23046875,17290.490234375,140900.0,,myStrategy,324,736081.0,Broker,324,544176.7634737099,1007353.5358941769,BuySell,324,,,Trades - Net Profit/Loss,324,,
325,,325,2016-04-28 00:00:00,17438.990234375,17572.26953125,16652.740234375,16666.05078125,233100.0,,myStrategy,325,736082.0,Broker,325,544176.7634737099,990626.0836039329,BuySell,325,,,Trades - Net Profit/Loss,325,,
326,,326,2016-05-02 00:00:00,16357.099609375,16357.099609375,15975.4697265625,16147.3798828125,179900.0,,myStrategy,326,736086.0,Broker,326,544176.7634737099,976731.9539736987,BuySell,326,,,Trades - Net Profit/Loss,326,,
327,,327,2016-05-06 00:00:00,16212.669921875,16271.6103515625,15989.349609375,16106.7197265625,148100.0,,myStrategy,327,736090.0,Broker,327,1408854.5892831874,977388.6009794757,BuySell,327,,16515.684506835936,Trades - Net Profit/Loss,327,,-20899.960940344914
328,,328,2016-05-09 00:00:00,16226.5703125,16292.8603515625,16159.3095703125,16216.0302734375,118800.0,,myStrategy,328,736093.0,Broker,328,1408854.5892831874,974460.3956130124,BuySell,328,,,Trades - Net Profit/Loss,328,,
329,,329,2016-05-10 00:00:00,16307.5,16587.630859375,16229.150390625,16565.189453125,166500.0,,myStrategy,329,736094.0,Broker,329,1408854.5892831874,965107.1372775652,BuySell,329,,,Trades - Net Profit/Loss,329,,
330,,330,2016-05-11 00:00:00,16736.720703125,16814.640625,16536.609375,16579.009765625,143500.0,,myStrategy,330,736095.0,Broker,330,1408854.5892831874,964736.9194496828,BuySell,330,,,Trades - Net Profit/Loss,330,,
331,,331,2016-05-12 00:00:00,16459.689453125,16658.0703125,16374.58984375,16646.33984375,138700.0,,myStrategy,331,736096.0,Broker,331,1408854.5892831874,962933.2847435508,BuySell,331,,,Trades - Net Profit/Loss,331,,
332,,332,2016-05-13 00:00:00,16804.169921875,16804.169921875,16400.869140625,16412.2109375,171600.0,,myStrategy,332,736097.0,Broker,332,1408854.5892831874,969205.1179684766,BuySell,332,,,Trades - Net Profit/Loss,332,,
333,,333,2016-05-16 00:00:00,16391.919921875,16632.619140625,16391.919921875,16466.400390625,125100.0,,myStrategy,333,736100.0,Broker,333,1408854.5892831874,967753.4936560689,BuySell,333,,,Trades - Net Profit/Loss,333,,
334,,334,2016-05-17 00:00:00,16618.94921875,16655.890625,16509.310546875,16652.80078125,117600.0,,myStrategy,334,736101.0,Broker,334,1408854.5892831874,962760.2094786222,BuySell,334,,,Trades - Net Profit/Loss,334,,
335,,335,2016-05-18 00:00:00,16611.400390625,16795.470703125,16513.169921875,16644.689453125,165100.0,,myStrategy,335,736102.0,Broker,335,1408854.5892831874,962977.4953236188,BuySell,335,,,Trades - Net Profit/Loss,335,,
336,,336,2016-05-19 00:00:00,16807.4609375,16841.0390625,16590.16015625,16646.66015625,141600.0,,myStrategy,336,736103.0,Broker,336,1408854.5892831874,962924.7042286028,BuySell,336,,,Trades - Net Profit/Loss,336,,
337,,337,2016-05-20 00:00:00,16594.990234375,16770.869140625,16548.33984375,16736.349609375,126300.0,,myStrategy,337,736104.0,Broker,337,1408854.5892831874,960522.1077229233,BuySell,337,,,Trades - Net Profit/Loss,337,,
338,,338,2016-05-23 00:00:00,16671.279296875,16691.5,16417.83984375,16654.599609375,116500.0,,myStrategy,338,736107.0,Broker,338,511741.29368109885,957883.8604019275,BuySell,338,16171.57224609375,,Trades - Net Profit/Loss,338,,-16217.734896305525
339,,339,2016-05-24 00:00:00,16605.0390625,16605.0390625,16471.369140625,16498.759765625,109700.0,,myStrategy,339,736108.0,Broker,339,511741.29368109885,953709.2305988272,BuySell,339,,,Trades - Net Profit/Loss,339,,
340,,340,2016-05-25 00:00:00,16764.349609375,16806.029296875,16731.119140625,16757.349609375,107400.0,,myStrategy,340,736109.0,Broker,340,1395235.199579638,946340.1710881427,BuySell,340,,17058.119736328124,Trades - Net Profit/Loss,340,,-6809.694851774744
341,,341,2016-05-26 00:00:00,16927.689453125,16957.560546875,16743.169921875,16772.4609375,122000.0,,myStrategy,341,736110.0,Broker,341,496996.2475681559,946296.0775483914,BuySell,341,16492.022373046875,,Trades - Net Profit/Loss,341,,-7372.523056471508
342,,342,2016-05-27 00:00:00,16830.5,16901.08984375,16792.73046875,16834.83984375,108400.0,,myStrategy,342,736111.0,Broker,342,496996.2475681559,947967.0805143197,BuySell,342,,,Trades - Net Profit/Loss,342,,
343,,343,2016-05-30 00:00:00,16973.720703125,17068.01953125,16910.189453125,17068.01953125,100300.0,,myStrategy,343,736114.0,Broker,343,496996.2475681559,954213.4861156798,BuySell,343,,,Trades - Net Profit/Loss,343,,
344,,344,2016-05-31 00:00:00,17029.4609375,17251.359375,16988.640625,17234.98046875,156700.0,,myStrategy,344,736115.0,Broker,344,496996.2475681559,958686.0272121609,BuySell,344,,,Trades - Net Profit/Loss,344,,
345,,345,2016-06-01 00:00:00,17097.220703125,17145.94921875,16908.919921875,16955.73046875,133700.0,,myStrategy,345,736116.0,Broker,345,496996.2475681559,951205.4924242418,BuySell,345,,,Trades - Net Profit/Loss,345,,
346,,346,2016-06-02 00:00:00,16817.259765625,16819.849609375,16525.470703125,16562.55078125,142800.0,,myStrategy,346,736117.0,Broker,346,496996.2475681559,940673.0149658825,BuySell,346,,,Trades - Net Profit/Loss,346,,
347,,347,2016-06-03 00:00:00,16599.509765625,16716.140625,16554.599609375,16642.23046875,107300.0,,myStrategy,347,736118.0,Broker,347,496996.2475681559,942807.470379434,BuySell,347,,,Trades - Net Profit/Loss,347,,
348,,348,2016-06-06 00:00:00,16373.3203125,16581.30078125,16322.6396484375,16580.029296875,122200.0,,myStrategy,348,736121.0,Broker,348,496996.2475681559,941141.2285528977,BuySell,348,,,Trades - Net Profit/Loss,348,,
349,,349,2016-06-07 00:00:00,16651.05078125,16701.009765625,16536.23046875,16675.44921875,109000.0,,myStrategy,349,736122.0,Broker,349,1384842.0645566548,938140.9795610036,BuySell,349,,16951.524912109373,Trades - Net Profit/Loss,349,,-5196.567511491612
350,,350,2016-06-08 00:00:00,16722.490234375,16830.919921875,16581.7109375,16830.919921875,112100.0,,myStrategy,350,736123.0,Broker,350,1384842.0645566548,933976.238278179,BuySell,350,,,Trades - Net Profit/Loss,350,,
351,,351,2016-06-09 00:00:00,16742.029296875,16785.830078125,16587.76953125,16668.41015625,115500.0,,myStrategy,351,736124.0,Broker,351,1384842.0645566548,938329.5416090093,BuySell,351,,,Trades - Net Profit/Loss,351,,
352,,352,2016-06-10 00:00:00,16637.509765625,16643.359375,16496.109375,16601.359375,155000.0,,myStrategy,352,736125.0,Broker,352,1384842.0645566548,940125.6945246683,BuySell,352,,,Trades - Net Profit/Loss,352,,
353,,353,2016-06-13 00:00:00,16319.1103515625,16335.3798828125,16019.1796875,16019.1796875,126200.0,,myStrategy,353,736128.0,Broker,353,1384842.0645566548,955721.094364108,BuySell,353,,,Trades - Net Profit/Loss,353,,
354,,354,2016-06-14 00:00:00,16001.1904296875,16082.5,15762.08984375,15859.0,131700.0,,myStrategy,354,736129.0,Broker,354,1384842.0645566548,960011.9796807123,BuySell,354,,,Trades - Net Profit/Loss,354,,
355,,355,2016-06-15 00:00:00,15799.0703125,15997.2998046875,15752.009765625,15919.580078125,136800.0,,myStrategy,355,736130.0,Broker,355,1384842.0645566548,958389.1636310474,BuySell,355,,,Trades - Net Profit/Loss,355,,
356,,356,2016-06-16 00:00:00,15871.2197265625,15913.080078125,15395.98046875,15434.1396484375,154200.0,,myStrategy,356,736131.0,Broker,356,1384842.0645566548,971393.1171556299,BuySell,356,,,Trades - Net Profit/Loss,356,,
357,,357,2016-06-17 00:00:00,15631.7900390625,15774.8701171875,15582.9404296875,15599.66015625,167200.0,,myStrategy,357,736132.0,Broker,357,1384842.0645566548,966959.1622163088,BuySell,357,,,Trades - Net Profit/Loss,357,,
358,,358,2016-06-20 00:00:00,15839.0595703125,16035.4404296875,15835.8603515625,15965.2998046875,132000.0,,myStrategy,358,736135.0,Broker,358,1384842.0645566548,957164.4259227398,BuySell,358,,,Trades - Net Profit/Loss,358,,
359,,359,2016-06-21 00:00:00,15875.8095703125,16202.2998046875,15770.9599609375,16169.1103515625,120900.0,,myStrategy,359,736136.0,Broker,359,1384842.0645566548,951704.7593657363,BuySell,359,,,Trades - Net Profit/Loss,359,,
360,,360,2016-06-22 00:00:00,16095.8095703125,16160.990234375,15980.650390625,16065.7197265625,111700.0,,myStrategy,360,736137.0,Broker,360,1384842.0645566548,954474.382166299,BuySell,360,,,Trades - Net Profit/Loss,360,,
361,,361,2016-06-23 00:00:00,16098.6103515625,16263.8701171875,16057.8603515625,16238.349609375,110800.0,,myStrategy,361,736138.0,Broker,361,1384842.0645566548,949849.9816513008,BuySell,361,,,Trades - Net Profit/Loss,361,,
362,,362,2016-06-24 00:00:00,16333.8701171875,16389.169921875,14864.009765625,14952.01953125,263000.0,,myStrategy,362,736139.0,Broker,362,1384842.0645566548,984308.1263179457,BuySell,362,,,Trades - Net Profit/Loss,362,,
363,,363,2016-06-27 00:00:00,15153.080078125,15323.9501953125,15061.66015625,15309.2099609375,161900.0,,myStrategy,363,736142.0,Broker,363,1384842.0645566548,974739.727266239,BuySell,363,,,Trades - Net Profit/Loss,363,,
364,,364,2016-06-28 00:00:00,15094.7099609375,15443.8203125,14987.7900390625,15323.1396484375,180900.0,,myStrategy,364,736143.0,Broker,364,1384842.0645566548,974366.5795064231,BuySell,364,,,Trades - Net Profit/Loss,364,,
365,,365,2016-06-29 00:00:00,15523.349609375,15626.66015625,15398.3095703125,15566.830078125,147400.0,,myStrategy,365,736144.0,Broker,365,1384842.0645566548,967838.6126782754,BuySell,365,,,Trades - Net Profit/Loss,365,,
366,,366,2016-06-30 00:00:00,15752.7099609375,15781.6904296875,15575.919921875,15575.919921875,150700.0,,myStrategy,366,736145.0,Broker,366,1384842.0645566548,967595.1144065167,BuySell,366,,,Trades - Net Profit/Loss,366,,
367,,367,2016-07-01 00:00:00,15698.01953125,15765.0,15635.5703125,15682.48046875,119900.0,,myStrategy,367,736146.0,Broker,367,1384842.0645566548,964740.5759000955,BuySell,367,,,Trades - Net Profit/Loss,367,,
368,,368,2016-07-04 00:00:00,15554.0400390625,15805.3095703125,15553.919921875,15775.7998046875,108500.0,,myStrategy,368,736149.0,Broker,368,1384842.0645566548,962240.7422783731,BuySell,368,,,Trades - Net Profit/Loss,368,,
369,,369,2016-07-05 00:00:00,15682.16015625,15702.0400390625,15602.73046875,15669.330078125,109200.0,,myStrategy,369,736150.0,Broker,369,539216.818677813,958966.0353395826,BuySell,369,15368.68951171875,,Trades - Net Profit/Loss,369,21110.285554828653,
370,,370,2016-07-06 00:00:00,15434.4599609375,15434.4599609375,15167.98046875,15378.990234375,158400.0,,myStrategy,370,736151.0,Broker,370,539216.818677813,951188.4263816924,BuySell,370,,,Trades - Net Profit/Loss,370,,
371,,371,2016-07-07 00:00:00,15346.8095703125,15418.900390625,15241.91015625,15276.240234375,127300.0,,myStrategy,371,736152.0,Broker,371,539216.818677813,948435.9646110258,BuySell,371,,,Trades - Net Profit/Loss,371,,
372,,372,2016-07-08 00:00:00,15326.83984375,15399.7001953125,15106.51953125,15106.98046875,129500.0,,myStrategy,372,736153.0,Broker,372,1357245.8913983053,952560.8674523901,BuySell,372,,15630.695698242185,Trades - Net Profit/Loss,372,,-13798.086579174715
373,,373,2016-07-11 00:00:00,15375.9404296875,15816.669921875,15375.9404296875,15708.8203125,138900.0,,myStrategy,373,736156.0,Broker,373,1357245.8913983053,936438.8123479045,BuySell,373,,,Trades - Net Profit/Loss,373,,
374,,374,2016-07-12 00:00:00,15961.2998046875,16237.6201171875,15956.91015625,16095.650390625,185100.0,,myStrategy,374,736157.0,Broker,374,515210.9262184534,946380.3897144315,BuySell,374,15717.55650390625,,Trades - Net Profit/Loss,374,,-12002.946229679876
375,,375,2016-07-13 00:00:00,16343.0,16444.25,16196.4404296875,16231.4296875,195600.0,,myStrategy,375,736158.0,Broker,375,515210.9262184534,950017.6386088007,BuySell,375,,,Trades - Net Profit/Loss,375,,
376,,376,2016-07-14 00:00:00,16242.2001953125,16398.73046875,16229.259765625,16385.890625,136100.0,,myStrategy,376,736159.0,Broker,376,515210.9262184534,954155.3303414537,BuySell,376,,,Trades - Net Profit/Loss,376,,
377,,377,2016-07-15 00:00:00,16396.119140625,16607.3203125,16396.119140625,16497.849609375,171900.0,,myStrategy,377,736160.0,Broker,377,515210.9262184534,957154.481916878,BuySell,377,,,Trades - Net Profit/Loss,377,,
378,,378,2016-07-19 00:00:00,16612.08984375,16726.7109375,16514.66015625,16723.310546875,131600.0,,myStrategy,378,736164.0,Broker,378,515210.9262184534,963194.1180360743,BuySell,378,,,Trades - Net Profit/Loss,378,,
379,,379,2016-07-20 00:00:00,16646.919921875,16692.83984375,16554.029296875,16681.890625,120500.0,,myStrategy,379,736165.0,Broker,379,515210.9262184534,962084.5632769022,BuySell,379,,,Trades - Net Profit/Loss,379,,
380,,380,2016-07-21 00:00:00,16855.1796875,16938.9609375,16740.0,16810.220703125,134800.0,,myStrategy,380,736166.0,Broker,380,515210.9262184534,965522.2628785152,BuySell,380,,,Trades - Net Profit/Loss,380,,
381,,381,2016-07-22 00:00:00,16612.900390625,16691.810546875,16566.98046875,16627.25,100800.0,,myStrategy,381,736167.0,Broker,381,515210.9262184534,960620.8529952688,BuySell,381,,,Trades - Net Profit/Loss,381,,
382,,382,2016-07-25 00:00:00,16655.810546875,16778.650390625,16612.330078125,16620.2890625,102900.0,,myStrategy,382,736170.0,Broker,382,515210.9262184534,960434.383755787,BuySell,382,,,Trades - Net Profit/Loss,382,,
383,,383,2016-07-26 00:00:00,16535.810546875,16535.810546875,16323.099609375,16383.0400390625,129400.0,,myStrategy,383,736171.0,Broker,383,515210.9262184534,954078.968990437,BuySell,383,,,Trades - Net Profit/Loss,383,,
384,,384,2016-07-27 00:00:00,16526.060546875,16821.4296875,16526.060546875,16664.8203125,155500.0,,myStrategy,384,736172.0,Broker,384,515210.9262184534,961627.2846144245,BuySell,384,,,Trades - Net Profit/Loss,384,,
385,,385,2016-07-28 00:00:00,16596.150390625,16616.279296875,16450.279296875,16476.83984375,126400.0,,myStrategy,385,736173.0,Broker,385,515210.9262184534,956591.6733845815,BuySell,385,,,Trades - Net Profit/Loss,385,,
386,,386,2016-07-29 00:00:00,16359.6796875,16679.189453125,16174.349609375,16569.26953125,234600.0,,myStrategy,386,736174.0,Broker,386,515210.9262184534,959067.6751492375,BuySell,386,,,Trades - Net Profit/Loss,386,,
387,,387,2016-08-01 00:00:00,16415.310546875,16677.490234375,16319.150390625,16635.76953125,174100.0,,myStrategy,387,736177.0,Broker,387,515210.9262184534,960849.0737648029,BuySell,387,,,Trades - Net Profit/Loss,387,,
388,,388,2016-08-02 00:00:00,16469.6796875,16541.880859375,16391.44921875,16391.44921875,131900.0,,myStrategy,388,736178.0,Broker,388,515210.9262184534,954304.2336679309,BuySell,388,,,Trades - Net Profit/Loss,388,,
389,,389,2016-08-03 00:00:00,16227.2802734375,16275.33984375,16056.669921875,16083.1103515625,155400.0,,myStrategy,389,736179.0,Broker,389,515210.9262184534,946044.4677862348,BuySell,389,,,Trades - Net Profit/Loss,389,,
390,,390,2016-08-04 00:00:00,16168.33984375,16270.1201171875,15921.0400390625,16254.8896484375,160000.0,,myStrategy,390,736180.0,Broker,390,1376447.1758124486,941012.019182473,BuySell,390,,16514.17191894531,Trades - Net Profit/Loss,390,9600.642207071685,
391,,391,2016-08-05 00:00:00,16278.990234375,16355.98046875,16230.7001953125,16254.4501953125,129400.0,,myStrategy,391,736181.0,Broker,391,1376447.1758124486,941023.7912304201,BuySell,391,,,Trades - Net Profit/Loss,391,,
392,,392,2016-08-08 00:00:00,16462.2890625,16652.0390625,16455.5703125,16650.5703125,141600.0,,myStrategy,392,736184.0,Broker,392,1376447.1758124486,930412.5456912415,BuySell,392,,,Trades - Net Profit/Loss,392,,
393,,393,2016-08-09 00:00:00,16632.41015625,16779.58984375,16630.560546875,16764.970703125,127500.0,,myStrategy,393,736185.0,Broker,393,1376447.1758124486,927347.9938494444,BuySell,393,,,Trades - Net Profit/Loss,393,,
394,,394,2016-08-10 00:00:00,16699.080078125,16822.859375,16657.58984375,16735.119140625,113800.0,,myStrategy,394,736186.0,Broker,394,477799.7127044773,926099.2325304896,BuySell,394,16407.725996093748,,Trades - Net Profit/Loss,394,,-18705.606756988098
395,,395,2016-08-12 00:00:00,16877.1796875,16943.669921875,16818.4296875,16919.919921875,119100.0,,myStrategy,395,736188.0,Broker,395,477799.7127044773,931049.666453409,BuySell,395,,,Trades - Net Profit/Loss,395,,
396,,396,2016-08-15 00:00:00,16866.890625,16932.109375,16844.580078125,16869.560546875,83700.0,,myStrategy,396,736191.0,Broker,396,477799.7127044773,929700.6420788866,BuySell,396,,,Trades - Net Profit/Loss,396,,
397,,397,2016-08-16 00:00:00,16878.66015625,16887.5703125,16596.509765625,16596.509765625,110000.0,,myStrategy,397,736192.0,Broker,397,477799.7127044773,922386.1716473412,BuySell,397,,,Trades - Net Profit/Loss,397,,
398,,398,2016-08-17 00:00:00,16596.259765625,16772.109375,16596.259765625,16745.640625,117400.0,,myStrategy,398,736193.0,Broker,398,477799.7127044773,926381.0815184492,BuySell,398,,,Trades - Net Profit/Loss,398,,
399,,399,2016-08-18 00:00:00,16649.91015625,16714.609375,16481.41015625,16486.009765625,130400.0,,myStrategy,399,736194.0,Broker,399,477799.7127044773,919426.1032711011,BuySell,399,,,Trades - Net Profit/Loss,399,,
400,,400,2016-08-19 00:00:00,16558.380859375,16613.0390625,16452.619140625,16545.8203125,121900.0,,myStrategy,400,736195.0,Broker,400,1360610.867447158,917382.2749948301,BuySell,400,,16862.234648437498,Trades - Net Profit/Loss,400,,-7918.154182645259
401,,401,2016-08-22 00:00:00,16599.259765625,16631.23046875,16540.939453125,16598.189453125,95300.0,,myStrategy,401,736198.0,Broker,401,1360610.867447158,915979.4131210299,BuySell,401,,,Trades - Net Profit/Loss,401,,
402,,402,2016-08-23 00:00:00,16549.8203125,16663.640625,16452.009765625,16497.359375,107600.0,,myStrategy,402,736199.0,Broker,402,1360610.867447158,918680.4441222211,BuySell,402,,,Trades - Net Profit/Loss,402,,
403,,403,2016-08-24 00:00:00,16550.2109375,16648.0703125,16544.390625,16597.30078125,91100.0,,myStrategy,403,736200.0,Broker,403,1360610.867447158,916003.2188179896,BuySell,403,,,Trades - Net Profit/Loss,403,,
404,,404,2016-08-25 00:00:00,16580.150390625,16628.7890625,16520.83984375,16555.94921875,92900.0,,myStrategy,404,736201.0,Broker,404,1360610.867447158,917110.9423697032,BuySell,404,,,Trades - Net Profit/Loss,404,,
405,,405,2016-08-26 00:00:00,16485.55078125,16490.529296875,16320.4296875,16360.7099609375,104600.0,,myStrategy,405,736202.0,Broker,405,1360610.867447158,922341.0016715255,BuySell,405,,,Trades - Net Profit/Loss,405,,
406,,406,2016-08-29 00:00:00,16631.060546875,16764.640625,16616.650390625,16737.490234375,113900.0,,myStrategy,406,736205.0,Broker,406,1360610.867447158,912247.8308824446,BuySell,406,,,Trades - Net Profit/Loss,406,,
407,,407,2016-08-30 00:00:00,16690.98046875,16752.16015625,16677.849609375,16725.359375,103700.0,,myStrategy,407,736206.0,Broker,407,1360610.867447158,912572.7917259971,BuySell,407,,,Trades - Net Profit/Loss,407,,
408,,408,2016-08-31 00:00:00,16857.830078125,16917.859375,16836.9609375,16887.400390625,150300.0,,myStrategy,408,736207.0,Broker,408,1360610.867447158,908232.0452463104,BuySell,408,,,Trades - Net Profit/Loss,408,,
409,,409,2016-09-01 00:00:00,16885.16015625,16941.1796875,16864.560546875,16926.83984375,131500.0,,myStrategy,409,736208.0,Broker,409,455400.84422326175,908836.1684872,BuySell,409,16611.592138671876,,Trades - Net Profit/Loss,409,,-11199.434240607685
410,,410,2016-09-02 00:00:00,16903.779296875,16946.490234375,16848.119140625,16925.6796875,116200.0,,myStrategy,410,736209.0,Broker,410,455400.84422326175,908805.0902806198,BuySell,410,,,Trades - Net Profit/Loss,410,,
411,,411,2016-09-05 00:00:00,17131.51953125,17156.359375,17009.2109375,17037.630859375,127400.0,,myStrategy,411,736212.0,Broker,411,455400.84422326175,911804.0325751918,BuySell,411,,,Trades - Net Profit/Loss,411,,
412,,412,2016-09-06 00:00:00,17035.029296875,17097.58984375,17022.640625,17081.98046875,108300.0,,myStrategy,412,736213.0,Broker,412,455400.84422326175,912992.0676540112,BuySell,412,,,Trades - Net Profit/Loss,412,,
413,,413,2016-09-07 00:00:00,16937.380859375,17024.259765625,16903.19921875,17012.439453125,132500.0,,myStrategy,413,736214.0,Broker,413,455400.84422326175,911129.206466652,BuySell,413,,,Trades - Net Profit/Loss,413,,
414,,414,2016-09-08 00:00:00,16984.0,17001.83984375,16836.650390625,16958.76953125,111300.0,,myStrategy,414,736215.0,Broker,414,455400.84422326175,909691.4993309284,BuySell,414,,,Trades - Net Profit/Loss,414,,
415,,415,2016-09-09 00:00:00,16994.369140625,17029.779296875,16902.08984375,16965.759765625,123900.0,,myStrategy,415,736216.0,Broker,415,455400.84422326175,909878.7533736066,BuySell,415,,,Trades - Net Profit/Loss,415,,
416,,416,2016-09-12 00:00:00,16748.359375,16802.0,16601.5390625,16672.919921875,112800.0,,myStrategy,416,736219.0,Broker,416,455400.84422326175,902034.1745429508,BuySell,416,,,Trades - Net Profit/Loss,416,,
417,,417,2016-09-13 00:00:00,16764.650390625,16787.060546875,16658.400390625,16729.0390625,98200.0,,myStrategy,417,736220.0,Broker,417,1348220.8715323203,900084.2245296824,BuySell,417,,17038.866455078125,Trades - Net Profit/Loss,417,,-6194.997957418882
418,,418,2016-09-14 00:00:00,16632.060546875,16706.609375,16585.80078125,16614.240234375,116300.0,,myStrategy,418,736221.0,Broker,418,1348220.8715323203,903159.4496949515,BuySell,418,,,Trades - Net Profit/Loss,418,,
419,,419,2016-09-15 00:00:00,16512.419921875,16528.01953125,16359.7802734375,16405.009765625,117800.0,,myStrategy,419,736222.0,Broker,419,1348220.8715323203,908764.3048433024,BuySell,419,,,Trades - Net Profit/Loss,419,,
420,,420,2016-09-16 00:00:00,16458.740234375,16532.83984375,16415.859375,16519.2890625,127100.0,,myStrategy,420,736223.0,Broker,420,1348220.8715323203,905702.9968547174,BuySell,420,,,Trades - Net Profit/Loss,420,,
421,,421,2016-09-20 00:00:00,16403.220703125,16591.69921875,16403.220703125,16492.150390625,121500.0,,myStrategy,421,736227.0,Broker,421,1348220.8715323203,906429.986215716,BuySell,421,,,Trades - Net Profit/Loss,421,,
422,,422,2016-09-21 00:00:00,16471.849609375,16823.630859375,16399.650390625,16807.619140625,191100.0,,myStrategy,422,736228.0,Broker,422,1348220.8715323203,897979.2253961052,BuySell,422,,,Trades - Net Profit/Loss,422,,
423,,423,2016-09-23 00:00:00,16759.83984375,16808.58984375,16725.529296875,16754.01953125,138000.0,,myStrategy,423,736230.0,Broker,423,1348220.8715323203,899415.0490041573,BuySell,423,,,Trades - Net Profit/Loss,423,,
424,,424,2016-09-26 00:00:00,16707.44921875,16707.44921875,16514.9296875,16544.560546875,102900.0,,myStrategy,424,736233.0,Broker,424,1348220.8715323203,905026.0256174407,BuySell,424,,,Trades - Net Profit/Loss,424,,
425,,425,2016-09-27 00:00:00,16390.91015625,16683.9296875,16285.41015625,16683.9296875,157100.0,,myStrategy,425,736234.0,Broker,425,1348220.8715323203,901292.6121713971,BuySell,425,,,Trades - Net Profit/Loss,425,,
426,,426,2016-09-28 00:00:00,16504.990234375,16515.83984375,16385.029296875,16465.400390625,112200.0,,myStrategy,426,736235.0,Broker,426,1348220.8715323203,907146.5638543081,BuySell,426,,,Trades - Net Profit/Loss,426,,
427,,427,2016-09-29 00:00:00,16606.30078125,16756.4296875,16584.140625,16693.7109375,122700.0,,myStrategy,427,736236.0,Broker,427,1348220.8715323203,901030.5925442015,BuySell,427,,,Trades - Net Profit/Loss,427,,
428,,428,2016-09-30 00:00:00,16474.44921875,16497.55078125,16407.779296875,16449.83984375,124400.0,,myStrategy,428,736237.0,Broker,428,1348220.8715323203,907563.3989920609,BuySell,428,,,Trades - Net Profit/Loss,428,,
429,,429,2016-10-03 00:00:00,16566.029296875,16652.16015625,16554.830078125,16598.669921875,99200.0,,myStrategy,429,736240.0,Broker,429,1348220.8715323203,903576.5464337699,BuySell,429,,,Trades - Net Profit/Loss,429,,
430,,430,2016-10-04 00:00:00,16661.509765625,16747.19921875,16637.8203125,16735.650390625,100300.0,,myStrategy,430,736241.0,Broker,430,1348220.8715323203,899907.1206083454,BuySell,430,,,Trades - Net Profit/Loss,430,,
431,,431,2016-10-05 00:00:00,16787.890625,16844.349609375,16728.189453125,16819.240234375,115100.0,,myStrategy,431,736242.0,Broker,431,1348220.8715323203,897667.9201281713,BuySell,431,,,Trades - Net Profit/Loss,431,,
432,,432,2016-10-06 00:00:00,16913.599609375,16971.279296875,16888.76953125,16899.099609375,110600.0,,myStrategy,432,736243.0,Broker,432,446664.4157726182,899356.6360499237,BuySell,432,16635.43798828125,,Trades - Net Profit/Loss,432,,-4368.214225321812
433,,433,2016-10-07 00:00:00,16883.119140625,16895.130859375,16820.2109375,16860.08984375,100300.0,,myStrategy,433,736244.0,Broker,433,446664.4157726182,898311.6444337147,BuySell,433,,,Trades - Net Profit/Loss,433,,
434,,434,2016-10-11 00:00:00,16936.310546875,17074.4609375,16931.119140625,17024.759765625,111600.0,,myStrategy,434,736248.0,Broker,434,446664.4157726182,902722.8139202315,BuySell,434,,,Trades - Net Profit/Loss,434,,
435,,435,2016-10-12 00:00:00,16850.73046875,16951.5390625,16839.41015625,16840.0,116300.0,,myStrategy,435,736249.0,Broker,435,446664.4157726182,897773.4787217872,BuySell,435,,,Trades - Net Profit/Loss,435,,
436,,436,2016-10-13 00:00:00,16923.8203125,16974.25,16739.73046875,16774.240234375,111100.0,,myStrategy,436,736250.0,Broker,436,446664.4157726182,896011.9094669861,BuySell,436,,,Trades - Net Profit/Loss,436,,
437,,437,2016-10-14 00:00:00,16751.0390625,16866.560546875,16727.779296875,16856.369140625,109400.0,,myStrategy,437,736251.0,Broker,437,446664.4157726182,898211.9744277627,BuySell,437,,,Trades - Net Profit/Loss,437,,
438,,438,2016-10-17 00:00:00,16871.83984375,16954.439453125,16821.490234375,16900.119140625,95100.0,,myStrategy,438,736254.0,Broker,438,446664.4157726182,899383.947201161,BuySell,438,,,Trades - Net Profit/Loss,438,,
439,,439,2016-10-18 00:00:00,16862.310546875,16966.900390625,16844.169921875,16963.609375,98600.0,,myStrategy,439,736255.0,Broker,439,446664.4157726182,901084.720368342,BuySell,439,,,Trades - Net Profit/Loss,439,,
440,,440,2016-10-19 00:00:00,16952.91015625,17016.66015625,16938.4609375,16998.91015625,101700.0,,myStrategy,440,736256.0,Broker,440,446664.4157726182,902030.3558998777,BuySell,440,,,Trades - Net Profit/Loss,440,,
